"name","cuisine","visited","rating","notes","gps","googleUrl","originalUrl"
"Tacos N' Salsa Mexican Cafe","Mexican",,"low",,"29.5378018,-98.5870132","https://maps.google.com/maps?q=+%4029.5378018,-98.5870132","https://www.google.com/maps/place/Tacos+N'+Salsa+Mexican+Cafe/data=!4m2!3m1!1s0x865c672b0e186bd1:0x505973c978ee2a2b"
"Tank's Pizza","Pizza",,"low",,"29.430457,-98.4634064","https://maps.google.com/maps?q=+%4029.430457,-98.4634064","https://www.google.com/maps/place/Tank's+Pizza/data=!4m2!3m1!1s0x865cf5de3406aaab:0xfc5c5703a88a370"
"Taqueria Datapoint","Mexican","✓","high",,"29.518436,-98.5652542","https://maps.google.com/maps?q=+%4029.518436,-98.5652542","https://www.google.com/maps/place/Taqueria+Datapoint/data=!4m2!3m1!1s0x865c60a8b408ef39:0x7d0ef06d0ada367"
"Taqueria Los Cuates","Mexican",,"low",,"29.4163523,-98.4912509","https://maps.google.com/maps?q=+%4029.4163523,-98.4912509","https://www.google.com/maps/place/Taqueria+Los+Cuates/data=!4m2!3m1!1s0x865c5965c534efa9:0x778862d65d9b4b60"
"Taqueria Tequila Jalisco","Mexican","✓","high",,"29.3748638,-98.6131756","https://maps.google.com/maps?q=+%4029.3748638,-98.6131756","https://www.google.com/maps/place/Taqueria+Tequila+Jalisco/data=!4m2!3m1!1s0x865c5bab8710bced:0xaf59b9b02f2be93a"
"Taquitos West Avenue","Mexican",,"low",,"29.4863828,-98.5284132","https://maps.google.com/maps?q=+%4029.4863828,-98.5284132","https://www.google.com/maps/place/Taquitos+West+Avenue/data=!4m2!3m1!1s0x865c5fb37e044ab9:0x16948a407e59e7"
"Tasty Thai Halal","Thai",,"low",,"29.580052,-98.4777972","https://maps.google.com/maps?q=+%4029.580052,-98.4777972","https://www.google.com/maps/place/Tasty+Thai+Restaurant/data=!4m2!3m1!1s0x865c8b979a25a80b:0xdca1f0fd72b84fce"
"Ten Seconds Yunnan Rice Noodle","Chinese",,"medium",,"29.6426121,-98.4936386","https://maps.google.com/maps?q=+%4029.6426121,-98.4936386","https://www.google.com/maps/place/Ten+Seconds+Yunnan+Rice+Noodle+-+Stone+Oak/data=!4m2!3m1!1s0x865c63d6e4998daf:0xfcd2b468385fdb94"
"Thai Buri","Thai",,"high",,"29.6067706,-98.5148535","https://maps.google.com/maps?q=+%4029.6067706,-98.5148535","https://www.google.com/maps/place/Thai+Buri+Restaurant/data=!4m2!3m1!1s0x865c61274e91eb67:0x5240e65651b3f0d7"
"Thai Chili","Thai",,"medium",,"29.577097,-98.4438454","https://maps.google.com/maps?q=+%4029.577097,-98.4438454","https://www.google.com/maps/place/Thai+Chili/data=!4m2!3m1!1s0x865c8b68b3d7e171:0xf314640b00583efb"
"Thai Dee","Thai",,"medium",,"29.4993747,-98.5107398","https://maps.google.com/maps?q=+%4029.4993747,-98.5107398","https://www.google.com/maps/place/Thai+Dee+Restaurant/data=!4m2!3m1!1s0x865c5fc226c894c3:0xbdd7926623fe8aee"
"Thai Hot","Thai","✓","low",,"29.4695121,-98.6503048","https://maps.google.com/maps?q=+%4029.4695121,-98.6503048","https://www.google.com/maps/place/Thai+Hot/data=!4m2!3m1!1s0x865c5d258b34643b:0x1aa52d0ca51b034"
"Thai Hut","Thai","✓","medium",,"29.435776,-98.688253","https://maps.google.com/maps?q=+%4029.435776,-98.688253","https://www.google.com/maps/place/Thai+Hut+Restaurant/data=!4m2!3m1!1s0x865c4314adddbcf3:0x330d2c14a9756fc9"
"Thai Hut (2)","Thai","✓","medium",,"29.6020223,-98.5368986","https://maps.google.com/maps?q=+%4029.6020223,-98.5368986","https://www.google.com/maps/place/Thai+Hut+Restaurant/data=!4m2!3m1!1s0x865c617c1dacffad:0x7c2f6c7bb987a60e"
"Thai Lao","Thai",,"low",,"29.6603877,-98.6321496","https://maps.google.com/maps?q=+%4029.6603877,-98.6321496","https://www.google.com/maps/place/Thai+Lao/data=!4m2!3m1!1s0x865c65113db79bd9:0x27231fcae50e2735"
"Thai Lao and Pho","Thai",,"low",,"29.4986186,-98.7079186","https://maps.google.com/maps?q=+%4029.4986186,-98.7079186","https://www.google.com/maps/place/Thai+Lao+and+Pho/data=!4m2!3m1!1s0x865c431ebd654aef:0x8b57c8d44e7e849c"
"Thai Spice Sushi & Hibachi Grill","Thai",,"low",,"29.5728648,-98.3273363","https://maps.google.com/maps?q=+%4029.5728648,-98.3273363","https://www.google.com/maps/place/Thai+Spice+%26+Sushi/data=!4m2!3m1!1s0x865c8d76129d6521:0x4ae8b6101623801d"
"The Barbecue Station","BBQ",,"low",,"29.51484,-98.4420699","https://maps.google.com/maps?q=+%4029.51484,-98.4420699","https://www.google.com/maps/place/The+Barbecue+Station/data=!4m2!3m1!1s0x865cf4d609b4957f:0xc19a59424a55e2fc"
"The Esquire Tavern","Bar",,"low",,"29.4247082,-98.4943467","https://maps.google.com/maps?q=+%4029.4247082,-98.4943467","https://www.google.com/maps/place/The+Esquire+Tavern/data=!4m2!3m1!1s0x865c58acce0f354b:0x5eaf40831ff79254"
"The Guenther House","American",,"medium",,"29.411421,-98.4984077","https://maps.google.com/maps?q=+%4029.411421,-98.4984077","https://www.google.com/maps/place/The+Guenther+House/data=!4m2!3m1!1s0x865c58bac8075851:0xcbaf95cb706f4668"
"The Hayden","American / Brunch",,"medium",,"29.4638597,-98.4683866","https://maps.google.com/maps?q=+%4029.4638597,-98.4683866","https://www.google.com/maps/place/The+Hayden/data=!4m2!3m1!1s0x865cf5fa61788387:0x572a964b0e2a41e0"
"Zaffran Delight","Indian",,"low",,"29.423873,-98.4957551","https://maps.google.com/maps?q=+%4029.423873,-98.4957551","https://www.google.com/maps/place/The+Indian+Night/data=!4m2!3m1!1s0x865c598257319ded:0x19ce71a74723f641"
"The Jerk Shack","Caribbean","✓","high","Check daily special beforehand","29.4488732,-98.6875553","https://maps.google.com/maps?q=+%4029.4488732,-98.6875553","https://www.google.com/maps/place/The+Jerk+Shack/data=!4m2!3m1!1s0x865c5fcdc0718109:0x5998e797898edc10"
"The Lion Indian Cuisine","Indian",,"low",,"29.571986,-98.6498595","https://maps.google.com/maps?q=+%4029.571986,-98.6498595","https://www.google.com/maps/place/The+Lion+Indian+Cuisine/data=!4m2!3m1!1s0x865c67f288a36197:0xdfcbdcc6db72c68c"
"The Magnolia Pancake Haus","Brunch","✓","low",,"29.5399915,-98.5874408","https://maps.google.com/maps?q=+%4029.5399915,-98.5874408","https://www.google.com/maps/place/The+Magnolia+Pancake+Haus/data=!4m2!3m1!1s0x865c6739899e99a5:0xc9908e75c8fe3bf2"
"The Magpie","American",,"low",,"29.4248504,-98.47566","https://maps.google.com/maps?q=+%4029.4248504,-98.47566","https://www.google.com/maps/place/The+Magpie/data=!4m2!3m1!1s0x865cf7f1ae1a56ef:0x93b1558d8736f808"
"The Modernist","Bar",,"low",,"29.4430262,-98.477359","https://maps.google.com/maps?q=+%4029.4430262,-98.477359","https://www.google.com/maps/place/The+Modernist/data=!4m2!3m1!1s0x865cf5f18d04574f:0x264e1707444663b0"
"The Pita Chick","Mediterranean",,"low",,"29.5384286,-98.5688789","https://maps.google.com/maps?q=+%4029.5384286,-98.5688789","https://www.google.com/maps/place/The+Pita+Chick/data=!4m2!3m1!1s0x865cf5d0f01ac8db:0x7fb1849ed361c022"
"The Shack","Hamburger","✓","high",,"29.4461766,-98.6402622","https://maps.google.com/maps?q=+%4029.4461766,-98.6402622","https://www.google.com/maps/place/The+Shack/data=!4m2!3m1!1s0x865c5db4c9a5a9a9:0xcc52b246005e55c0"
"Tokyo Cowboy","Fusion","✓","high","Fun drinks, outside seating is very pretty","29.4248388,-98.4948486","https://maps.google.com/maps?q=+%4029.4248388,-98.4948486","https://www.google.com/maps/place/Tokyo+Cowboy/data=!4m2!3m1!1s0x865c597368b4013b:0x7bd1e77d57c0f434"
"Tommy's","Tex-Mex","✓","low",,"29.4014322,-98.5137669","https://maps.google.com/maps?q=+%4029.4014322,-98.5137669","https://www.google.com/maps/place/Tommy's+Restaurant/data=!4m2!3m1!1s0x865c58c1f75ecd1d:0x6fa64c8c28b22777"
"Tommy's (2)","Tex-Mex","✓","low",,"29.4973837,-98.5012354","https://maps.google.com/maps?q=+%4029.4973837,-98.5012354","https://www.google.com/maps/place/Tommy's+Restaurant/data=!4m2!3m1!1s0x865c5fe2e53b2ab5:0x2607b7a0fedafdca"
"Tommy's (3)","Tex-Mex","✓","low",,"29.5250812,-98.5712384","https://maps.google.com/maps?q=+%4029.5250812,-98.5712384","https://www.google.com/maps/place/Tommy's+Restaurant/data=!4m2!3m1!1s0x865c60b268b4810b:0xcb067ec45b174ea3"
"Tommy's (4)","Tex-Mex","✓","low",,"29.5574164,-98.5212563","https://maps.google.com/maps?q=+%4029.5574164,-98.5212563","https://www.google.com/maps/place/Tommy's+Restaurant/data=!4m2!3m1!1s0x865c61763472eb09:0xe79d5533c854ffb2"
"Tommy's (5)","Tex-Mex","✓","low",,"29.5658278,-98.596211","https://maps.google.com/maps?q=+%4029.5658278,-98.596211","https://www.google.com/maps/place/Tommy's+Restaurant/data=!4m2!3m1!1s0x865c66e7f61344c9:0xe324f7184557f641"
"Tong's Thai","Thai",,"low",,"29.486581,-98.4507096","https://maps.google.com/maps?q=+%4029.486581,-98.4507096","https://www.google.com/maps/place/Tong's+Thai+Restaurant/data=!4m2!3m1!1s0x865cf51b246cfc13:0x826cc5780962cce7"
"Toro Kitchen","Spanish",,"medium",,"29.4215654,-98.4816495","https://maps.google.com/maps?q=+%4029.4215654,-98.4816495","https://www.google.com/maps/place/Toro+Kitchen+%2B+Bar/data=!4m2!3m1!1s0x865cf729f566b441:0x2e0b68776a53df80"
"Tortas Ahogadas El Chivito","Mexican",,"low",,"29.491758,-98.5518069","https://maps.google.com/maps?q=+%4029.491758,-98.5518069","https://www.google.com/maps/place/Tortas+Ahogadas+El+Chivito/data=!4m2!3m1!1s0x865c5c24606e759f:0x9d73f04edf8ce938"
"Trices Cafe and Lounge","African",,"low",,"29.5091415,-98.6281344","https://maps.google.com/maps?q=+%4029.5091415,-98.6281344","https://www.google.com/maps/place/Trices+Cafe+and+Lounge/data=!4m2!3m1!1s0x865c674872f0b6c3:0xec5bb3b6f51c32"
"Tripoli’s ","Middle Eastern / African",,"low",,"29.4851519,-98.7281945","https://maps.google.com/maps?q=+%4029.4851519,-98.7281945","https://www.google.com/maps/place/Tripoli's/data=!4m2!3m1!1s0x865c5b17fd8917bd:0xf69f5cad39c41e82"
"Tutto Pepe Osteria","Italian",,"low",,"29.6486873,-98.4274229","https://maps.google.com/maps?q=+%4029.6486873,-98.4274229","https://www.google.com/maps/place/Tutto+Pepe+Osteria/data=!4m2!3m1!1s0x865c89e0d13c38a7:0xe84d805f8ccc6e3d"
"ULTRA KITCHEN","African","✓","medium",,"29.4625457,-98.6461768","https://maps.google.com/maps?q=+%4029.4625457,-98.6461768","https://www.google.com/maps/place/ULTRA+KITCHEN+(RESTAURANTS+%26+CATERING+)/data=!4m2!3m1!1s0x865c431d53df026d:0x86a7e4d1c221ef76"
"Umberto's Italian Grill","Italian","✓","low",,"29.4591506,-98.6428547","https://maps.google.com/maps?q=+%4029.4591506,-98.6428547","https://www.google.com/maps/place/Umberto's+Italian+Grill/data=!4m2!3m1!1s0x865c42d2d2f029f1:0x246bd384c0a3254a"
"Vietnam Express","Vietnamese","✓","medium",,"29.4451822,-98.6627624","https://maps.google.com/maps?q=+%4029.4451822,-98.6627624","https://www.google.com/maps/place/VIETNAMESE+EXPRESS/data=!4m2!3m1!1s0x865c433333163305:0x510f993d9d4b478f"
"Via 313 Pizza","Pizza",,"low",,"29.5198767,-98.5769944","https://maps.google.com/maps?q=+%4029.5198767,-98.5769944","https://www.google.com/maps/place/Via+313+Pizza/data=!4m2!3m1!1s0x865c67b1cea03a37:0x29e41ba9f4b8fbc7"
"Wayne's Wings","American",,"low",,"29.5105694,-98.4082458","https://maps.google.com/maps?q=+%4029.5105694,-98.4082458","https://www.google.com/maps/place/Wayne's+Wings/data=!4m2!3m1!1s0x865c60ad5d2f0f2d:0xdac34fae4f58f20e"
"Wayne's Wings #2","American",,"low",,"29.5522745,-98.6657705","https://maps.google.com/maps?q=+%4029.5522745,-98.6657705","https://www.google.com/maps/place/Wayne's+Wings+%232/data=!4m2!3m1!1s0x865c69eeb508a399:0xbb636e547852cecd"
"Yaghi's New York Pizzeria","Pizza",,"low",,"29.527113,-98.6060989","https://maps.google.com/maps?q=+%4029.527113,-98.6060989","https://www.google.com/maps/place/Yaghi's+New+York+Pizzeria/data=!4m2!3m1!1s0x865c676c2a25fd97:0xda868788c6298e85"
"Yippon Ramen","Japanese",,"low",,"29.4926263,-98.4345346","https://maps.google.com/maps?q=+%4029.4926263,-98.4345346","https://www.google.com/maps/place/Yippon+Ramen/data=!4m2!3m1!1s0x865cf5c4bc65f29f:0xdf9f81986232ea4d"
"Zaatar Lebanese Grill","Mediterranean","✓","high","Lebanese","29.5291867,-98.5671364","https://maps.google.com/maps?q=+%4029.5291867,-98.5671364","https://www.google.com/maps/place/Zaatar+Lebanese+Grill/data=!4m2!3m1!1s0x865c612070911e13:0x58b5b3f58cf97052"
"Zito's Deli","Sandwich","✓","high","Get (half a) serious sandwich","29.4916915,-98.5725307","https://maps.google.com/maps?q=+%4029.4916915,-98.5725307","https://www.google.com/maps/place/Zito's+Deli/data=!4m2!3m1!1s0x865c5dde1642b70f:0xf227295b49a8a995"
"Zocca Cuisine D’Italia","Italian",,"low",,"29.4234533,-98.4933427","https://maps.google.com/maps?q=+%4029.4234533,-98.4933427","https://www.google.com/maps/place/Zocca+Cuisine+D%E2%80%99Italia/data=!4m2!3m1!1s0x865c58ac9698fb53:0x3db3a4462eb653ca"
"Zorbas","Mediterranean",,"medium",,"29.5308998,-98.5249238","https://maps.google.com/maps?q=+%4029.5308998,-98.5249238","https://www.google.com/maps/place/Zorbas/data=!4m2!3m1!1s0x865c6064147f60fb:0x2b0379b570dca13e"
"Zulia's Kitchen Food Truck","Venezuelan",,"low",,"29.5758961,-98.6273149","https://maps.google.com/maps?q=+%4029.5758961,-98.6273149","https://www.google.com/maps/place/Zulia's+Kitchen+Food+Truck/data=!4m2!3m1!1s0x865c670ca23d13a3:0x9a4d3048df7c478c"
"bb.q Chicken Galleria Oaks","Korean BBQ","✓","low",,"29.5885021,-98.4786652","https://maps.google.com/maps?q=+%4029.5885021,-98.4786652","https://www.google.com/maps/place/bb.q+Chicken+Galleria+Oaks/data=!4m2!3m1!1s0x865c8b1f967de885:0x66813069753fd94a"
"bb.q Chicken San Antonio","Korean BBQ","✓","low",,"29.4854496,-98.430812","https://maps.google.com/maps?q=+%4029.4854496,-98.430812","https://www.google.com/maps/place/bb.q+Chicken+San+Antonio/data=!4m2!3m1!1s0x865cf53d4a0241f7:0x8407a22e337cb1ba"
"Acenar","Mexican",,"low",,"29.4263466,-98.4918356","https://www.google.com/maps/place/Acenar+Mexican+Restaurant/@29.4263466,-98.4918356,955m/data=!3m1!1e3!4m6!3m5!1s0x865c5f5323898fdb:0xc122d6b72f43a30f!8m2!3d29.4263466!4d-98.4918356!16s%2Fg%2F1tdzgdyq?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Acenar+Mexican+Restaurant/data=!4m2!3m1!1s0x865c5f5323898fdb:0xc122d6b72f43a30f"
"Albi's Vite Italian Kitchen","Italian","✓","low",,"29.4889338,-98.5850302","https://www.google.com/maps/place/Albi's+Vite+Italian+Kitchen/@29.4889338,-98.5850302,954m/data=!3m1!1e3!4m6!3m5!1s0x865c5d07666ffcb7:0x3474551ddaa29bc1!8m2!3d29.4889338!4d-98.5850302!16s%2Fg%2F11qmbbk8qc?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Albi's+Vite+Italian+Kitchen/data=!4m2!3m1!1s0x865c5d07666ffcb7:0x3474551ddaa29bc1"
"Anacacho Coffee & Cantina","Fusion / Coffee",,"high",,"29.4274372,-98.4895016","https://www.google.com/maps/place/Anacacho+Coffee+%26+Cantina/@29.4274372,-98.4895016,955m/data=!3m1!1e3!4m6!3m5!1s0x865c5f7376fb1b3d:0x282d121c614a321a!8m2!3d29.4274372!4d-98.4895016!16s%2Fg%2F11yczmrmyw?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Anacacho+Coffee+%26+Cantina/data=!4m2!3m1!1s0x865c5f7376fb1b3d:0x282d121c614a321a"
"Arrosta","Coffee",,"low",,"29.4427077,-98.4770888","google.com/maps/place/307+E+Josephine+St,+San+Antonio,+TX+78215/@29.4427077,-98.4770888,955m/data=!3m1!1e3!4m13!1m7!3m6!1s0x865cf5dc10508277:0xc20e350a3c31ca9f!2sArrosta!8m2!3d29.4427077!4d-98.4770888!16s%2Fg%2F11py_56nbd!3m4!1s0x865cf5f478f0bda1:0xae2cf19d58c88847!8m2!3d29.4461116!4d-98.4790962?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Arrosta/data=!4m2!3m1!1s0x865cf5dc10508277:0xc20e350a3c31ca9f"
"Azro Authentic Afghan Cuisine","Afghan",,"high",,"29.534925,-98.523454","https://www.google.com/maps/place/Azro+Authentic+Afghan+Cuisine/@29.534925,-98.523454,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c6061382bd30d:0x30cfb36fdb090050!8m2!3d29.534925!4d-98.523454!16s%2Fg%2F1hhny_ckm?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Azro+Authentic+Afghan+Cuisine/data=!4m2!3m1!1s0x865c6061382bd30d:0x30cfb36fdb090050"
"Bar Loretta","Bar",,"low",,"29.4139949,-98.4912137","https://www.google.com/maps/place/Bar+Loretta/@29.4139949,-98.4912137,955m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5963d04600a3:0x75bf543d0684bbad!8m2!3d29.4139949!4d-98.4912137!16s%2Fg%2F11m9mdwc70?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Bar+Loretta/data=!4m2!3m1!1s0x865c5963d04600a3:0x75bf543d0684bbad"
"Blanco Cafe","Mexican",,"low",,"29.4622481,-98.5076738","https://www.google.com/maps/place/Blanco+Cafe/@29.4622481,-98.5076738,954m/data=!3m1!1e3!4m6!3m5!1s0x865c5f0ce76c1647:0x3c875673e6078236!8m2!3d29.4622481!4d-98.5076738!16s%2Fg%2F1vq9mq48?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Blanco+Cafe/data=!4m2!3m1!1s0x865c5f0ce76c1647:0x3c875673e6078236"
"Blissful Burgers","Hamburger / Vegan",,"low",,"29.4889646,-98.5987851","https://www.google.com/maps/place/Blissful+Burgers/@29.4889646,-98.5987851,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c593c62e789dd:0x27d8cfe602ad8694!8m2!3d29.4889646!4d-98.5987851!16s%2Fg%2F11fsmr5y2s?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Blissful+Burgers/data=!4m2!3m1!1s0x865c593c62e789dd:0x27d8cfe602ad8694"
"Brasserie Mon Chou Chou","French",,"medium",,"29.4429772,-98.4806192","https://www.google.com/maps/place/Brasserie+Mon+Chou+Chou/@29.4429772,-98.4806192,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865cf563f85698e7:0x642604e988c0b3d7!8m2!3d29.4429772!4d-98.4806192!16s%2Fg%2F11lgdtjbvz?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Brasserie+Mon+Chou+Chou/data=!4m2!3m1!1s0x865cf563f85698e7:0x642604e988c0b3d7"
"Chas Market and Kitchen","Korean",,"low",,"29.4375855,-98.470529","https://www.google.com/maps/place/Chas+Market+and+Kitchen/@29.4375855,-98.470529,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865cf55847505e49:0x7d7f33895de568b5!8m2!3d29.4375855!4d-98.470529!16s%2Fg%2F11sn3gcx6h?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Chas+Market+and+Kitchen/data=!4m2!3m1!1s0x865cf55847505e49:0x7d7f33895de568b5"
"Chris Madrid's","Hamburger",,"low",,"29.4642567,-98.507661","https://www.google.com/maps/place/Chris+Madrid's/@29.4642567,-98.507661,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5f0c9f2304d9:0x310b6c1e10f6577b!8m2!3d29.4642567!4d-98.507661!16s%2Fg%2F1wz533q4?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Chris+Madrid's/data=!4m2!3m1!1s0x865c5f0c9f2304d9:0x310b6c1e10f6577b"
"Crepeccino Café & Crêperie","Brunch",,"high",,"29.517053,-98.5977324","https://www.google.com/maps/place/Crepeccino+Caf%C3%A9+%26+Cr%C3%AAperie/@29.517053,-98.5977324,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c673c5991b071:0xf07192fd21dfdf91!8m2!3d29.517053!4d-98.5977324!16s%2Fg%2F11fd7ln7n2?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Crepeccino+Caf%C3%A9+%26+Cr%C3%AAperie/data=!4m2!3m1!1s0x865c673c5991b071:0xf07192fd21dfdf91"
"Cullum's Attagirl","Hamburger",,"medium",,"29.4531644,-98.4850978","https://www.google.com/maps/place/Cullum's+Attagirl/@29.4531644,-98.4850978,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5f61e841e591:0x34f80d5ea1d9a63d!8m2!3d29.4531644!4d-98.4850978!16s%2Fg%2F11btw_zlhj?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Cullum's+Attagirl/data=!4m2!3m1!1s0x865c5f61e841e591:0x34f80d5ea1d9a63d"
"Diana's Burgers ","Hamburger",,"low",,"29.4506146,-98.5241377","https://www.google.com/maps/place/Diana's+Burgers/@29.4506146,-98.5241377,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5f1e95783b75:0x6d728e927932de2d!8m2!3d29.4506146!4d-98.5241377!16s%2Fg%2F11bwp18ms9?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Diana's+Burgers/data=!4m2!3m1!1s0x865c5f1e95783b75:0x6d728e927932de2d"
"Florio's Pizza Inc,","Pizza",,"low",,"29.4997353,-98.4674603","https://www.google.com/maps/place/Florio's+Pizza+Inc,/@29.4997353,-98.4674603,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865cf5415fb11e71:0xee440a384633635a!8m2!3d29.4997353!4d-98.4674603!16s%2Fg%2F1tdlc44k?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Florio's+Pizza+Inc,/data=!4m2!3m1!1s0x865cf5415fb11e71:0xee440a384633635a"
"GARLIC BULGOGI","Korean",,"medium",,"29.4964692,-98.6187446","https://www.google.com/maps/place/GARLIC+BULGOGI/@29.4964692,-98.6187446,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5d1c53ebc5cd:0x3058315d5ae13803!8m2!3d29.4964692!4d-98.6187446!16s%2Fg%2F11v03s0ly_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/GARLIC+BULGOGI/data=!4m2!3m1!1s0x865c5d1c53ebc5cd:0x3058315d5ae13803"
"Gus’s World Famous Fried Chicken","American",,"low",,"29.4154196,-98.4893015","https://www.google.com/maps/place/Gus%E2%80%99s+World+Famous+Fried+Chicken/@29.4154196,-98.4893015,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c59996aff1fe7:0xa67bc3ae2373b3d6!8m2!3d29.4154196!4d-98.4893015!16s%2Fg%2F11ph79l5h5?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Gus%E2%80%99s+World+Famous+Fried+Chicken/data=!4m2!3m1!1s0x865c59996aff1fe7:0xa67bc3ae2373b3d6"
"High's Cafe & Store","Sandwich",,"low",,"29.9667954,-98.906799","https://www.google.com/maps/place/High's+Cafe+%26+Store/@29.9667954,-98.906799,949m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865bf3ec0b631e6f:0xa784fd7d3a9fb5e4!8m2!3d29.9667954!4d-98.906799!16s%2Fg%2F1vb9dgv4?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/High's+Cafe+%26+Store/data=!4m2!3m1!1s0x865bf3ec0b631e6f:0xa784fd7d3a9fb5e4"
"India Palace","Indian","✓","low",,"29.519842,-98.5715165","https://www.google.com/maps/place/India+Palace/@29.519842,-98.5715165,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c675346509345:0x99e70d4518963981!8m2!3d29.519842!4d-98.5715165!16s%2Fg%2F1vxf_lhx?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/India+Palace/data=!4m2!3m1!1s0x865c675346509345:0x99e70d4518963981"
"Kababchi Grill","Mediterranean",,"low",,"29.5168602,-98.5977506","https://www.google.com/maps/place/Kababchi+Grill/@29.5168602,-98.5977506,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c6766cfaca2fd:0x78885803f96a7264!8m2!3d29.5168602!4d-98.5977506!16s%2Fg%2F11ddxbh6qg?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Kababchi+Grill/data=!4m2!3m1!1s0x865c6766cfaca2fd:0x78885803f96a7264"
"Kostas Greek Food","Mediterranean",,"low",,"29.5545553,-98.4011826","https://www.google.com/maps/place/Kostas+Greek+Food/@29.5545553,-98.4011826,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c8b6379acbd33:0x8f0f73dd3c3d07f9!8m2!3d29.5545553!4d-98.4011826!16s%2Fg%2F1vq758km?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/Kostas+Greek+Food/data=!4m2!3m1!1s0x865c8b6379acbd33:0x8f0f73dd3c3d07f9"
"La Taqueria de Monterrey #2","Mexican",,"low",,"29.555566,-98.6145749","https://www.google.com/maps/place/La+Taqueria+de+Monterrey+%232/@29.555566,-98.6145749,953m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c67816242cdb9:0xca27e9865c162a5!8m2!3d29.555566!4d-98.6145749!16s%2Fg%2F11hzx41hh3?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/La+Taqueria+de+Monterrey+%232/data=!4m2!3m1!1s0x865c67816242cdb9:0xca27e9865c162a5"
