"name","cuisine","visited","rating","notes","gps","googleUrl","originalUrl"
"Kim‘s Galbi","Korean",,"high",,"29.482964,-98.4043146","https://maps.google.com/maps?q=+%4029.482964,-98.4043146","https://www.google.com/maps/place/Kims+Galbi/data=!4m2!3m1!1s0x865cf481555baef7:0x3217c6892442b604"
"Kimura","Japanese / Ramen","✓","medium","Cheap miso on Mondays","29.4352697,-98.5032289","https://maps.google.com/maps?q=+%4029.4352697,-98.5032289","https://www.google.com/maps/place/Kimura/data=!4m2!3m1!1s0x865c5f53a43d12a3:0x28bbd8e57600912f"
"Kona Grill - La Cantera","American",,"low",,"29.592253,-98.6163137","https://maps.google.com/maps?q=+%4029.592253,-98.6163137","https://www.google.com/maps/place/Kona+Grill+-+San+Antonio+at+La+Cantera/data=!4m2!3m1!1s0x865c667da63be485:0xc81a580b566e940d"
"Kona Grill - North Star","American",,"low",,"29.5188023,-98.4977673","https://maps.google.com/maps?q=+%4029.5188023,-98.4977673","https://www.google.com/maps/place/Kona+Grill+-+San+Antonio+at+North+Star/data=!4m2!3m1!1s0x865c6007df646e79:0xb14f7f5e6a8f845"
"Kung Fu Noodle","Chinese",,"low",,"29.5402348,-98.586429","https://maps.google.com/maps?q=+%4029.5402348,-98.586429","https://www.google.com/maps/place/Kung+Fu+Noodle/data=!4m2!3m1!1s0x865c5db54b894c61:0x9b316dd5cd15e59a"
"Kuriya @ Cherrity Bar","Japanese / Ramen",,"medium",,"29.4183942,-98.4786327","https://maps.google.com/maps?q=+%4029.4183942,-98.4786327","https://www.google.com/maps/place/Kuriya+@+Cherrity+Bar/data=!4m2!3m1!1s0x865cf787152d4dc9:0xaaf6d80d04d7b652"
"L&L Hawaiian Barbecue","Hawaiian",,"low",,"29.4893821,-98.4444348","https://maps.google.com/maps?q=+%4029.4893821,-98.4444348","https://www.google.com/maps/place/L+%26+L+Hawaiian+Barbecue/data=!4m2!3m1!1s0x865cf51da28de0af:0xf7f0bb7ccb08a230"
"L&L Hawaiian Barbecue (2)","Hawaiian",,"low",,"29.4070542,-98.6286283","https://www.google.com/maps/place/L%26L+Hawaiian+Barbecue/@29.4070542,-98.6286283,954m/data=!3m2!1e3!4b1!4m6!3m5!1s0x865c5b97646a878d:0xdfb0ded6dc5fc917!8m2!3d29.4070542!4d-98.6286283!16s%2Fg%2F11tf9x0sjl?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/maps/place/L%26L+Hawaiian+Barbecue/data=!4m2!3m1!1s0x865c5b97646a878d:0xdfb0ded6dc5fc917"
"La Fonda On Main","Mexican",,"low",,"29.4525203,-98.4967383","https://maps.google.com/maps?q=+%4029.4525203,-98.4967383","https://www.google.com/maps/place/La+Fonda+On+Main/data=!4m2!3m1!1s0x865c5f6615d201f9:0xcebdc53df7bbf9b2"
"La Frite Belgian Bistro","Belgian",,"medium",,"29.4163506,-98.4911178","https://maps.google.com/maps?q=+%4029.4163506,-98.4911178","https://www.google.com/maps/place/La+Frite+Belgian+Bistro/data=!4m2!3m1!1s0x865c58a8dc1e055f:0xdb7f93f76f781d91"
"La Garita Grocery and Café","Puerto Rican",,"low",,"29.469157,-98.6498217","https://maps.google.com/maps?q=+%4029.469157,-98.6498217","https://www.google.com/maps/place/La+Garita+Grocery+and+Caf%C3%A9/data=!4m2!3m1!1s0x865c5d25bb364c67:0x44ffd3cd2c5e85ea"
"La Marginal","Puerto Rican",,"low",,"29.5179063,-98.4535598","https://maps.google.com/maps?q=+%4029.5179063,-98.4535598","https://www.google.com/maps/place/La+Marginal/data=!4m2!3m1!1s0x865cf52d71c93e75:0x917e75f8310c4a2e"
"La Sorrentina","Italian","✓","medium","Very small interior & parking lot","29.4487749,-98.5689771","https://maps.google.com/maps?q=+%4029.4487749,-98.5689771","https://www.google.com/maps/place/La+Sorrentina+Italian+Restaurant/data=!4m2!3m1!1s0x865c5e9953999cc7:0x12b67bc4422207c"
"Ladino","Mediterranean / Turkish",,"low",,"29.4439349,-98.4820293","https://maps.google.com/maps?q=+%4029.4439349,-98.4820293","https://www.google.com/maps/place/Ladino/data=!4m2!3m1!1s0x865cf532dd13294f:0x57770e2c942646b"
"Las Tapatias De Jalisco","Mexican",,"low",,"29.406766,-98.4889099","https://maps.google.com/maps?q=+%4029.406766,-98.4889099","https://www.google.com/maps/place/Las+Tapatias+De+Jalisco/data=!4m2!3m1!1s0x865c58a0e636989d:0x1b8e0a1881f94d42"
"Leche de Tigre Cebicheria Peruana","Peruvian",,"medium",,"29.4074993,-98.4998321","https://maps.google.com/maps?q=+%4029.4074993,-98.4998321","https://www.google.com/maps/place/Leche+de+Tigre+Cebicheria+Peruana/data=!4m2!3m1!1s0x865c59f65bec350d:0xd4245ea6cd2c69b0"
"Los Barrios","Mexican",,"low",,"29.4858652,-98.510812","https://maps.google.com/maps?q=+%4029.4858652,-98.510812","https://www.google.com/maps/place/Los+Barrios+Mexican+Restaurant/data=!4m2!3m1!1s0x865c5fbdb95b06e1:0xf5032d8e77c27ecd"
"Lucky Noodle House","Chinese","✓","high",,"29.544723,-98.5122506","https://maps.google.com/maps?q=+%4029.544723,-98.5122506","https://www.google.com/maps/place/Lucky+Noodle+House/data=!4m2!3m1!1s0x865c604132205c65:0x68593bc9f82dcde9"
"Luna Rosa Puerto Rican Grill y Tapas","Puerto Rican",,"low",,"29.4136053,-98.4934626","https://maps.google.com/maps?q=+%4029.4136053,-98.4934626","https://www.google.com/maps/place/Luna+Rosa+Puerto+Rican+Grill+y+Tapas/data=!4m2!3m1!1s0x865cf790a9d6733b:0x92a60deef9e6f791"
"Luscious Dumplings","Chinese","✓","medium",,"29.5570556,-98.5900824","https://maps.google.com/maps?q=+%4029.5570556,-98.5900824","https://www.google.com/maps/place/Luscious+Dumplings/data=!4m2!3m1!1s0x865c6784e234d477:0x4e31a29c32233d58"
"Luxor Mediterranean Cuisine and Hookah Lounge","Mediterranean",,"low",,"29.6101882,-98.6020532","https://maps.google.com/maps?q=+%4029.6101882,-98.6020532","https://www.google.com/maps/place/Luxor+Mediterranean+at+the+RIM/data=!4m2!3m1!1s0x865c6513e174cd61:0x8622bb0034da832"
"M.K. Davis","American",,"medium",,"29.438034,-98.5051199","https://maps.google.com/maps?q=+%4029.438034,-98.5051199","https://www.google.com/maps/place/M.K.+Davis+Restaurant/data=!4m2!3m1!1s0x865c5f46444e3335:0x8c92a458581343a0"
"M.Y. Chockdee ","Filipino",,"low","Market & restaurant","29.5462183,-98.2906772","https://maps.google.com/maps?q=+%4029.5462183,-98.2906772","https://www.google.com/maps/place/M.Y.+Chockdee+Oriental+Market+%26+Restaurant/data=!4m2!3m1!1s0x865c92b8c003c2c7:0x6735fc3ab7e95f03"
"Madurai Mes","Indian","✓","medium",,"29.5025921,-98.561655","https://maps.google.com/maps?q=+%4029.5025921,-98.561655","https://www.google.com/maps/place/Madurai+Mes+-+Authentic+Indian+cuisine/data=!4m2!3m1!1s0x865c5e1a91fca8a5:0x1f27b44a1998ff5b"
"Makan Halal Cuisine","Mediterranean",,"low",,"29.5119,-98.5719749","https://maps.google.com/maps?q=+%4029.5119,-98.5719749","https://www.google.com/maps/place/Makan+Halal+Cuisine/data=!4m2!3m1!1s0x865c5f312ddd0467:0xa6f2bd234c2e957b"
"Mamadali Kebab House","Uzbek",,"high",,"29.5133313,-98.6137903","https://maps.google.com/maps?q=+%4029.5133313,-98.6137903","https://www.google.com/maps/place/Mamadali+Kebab+House/data=!4m2!3m1!1s0x865c672382ef3c9f:0x169879a24805899f"
"Mamma Lous Soul Food Kitchen","Soul",,"low",,"29.5106963,-98.394915","https://maps.google.com/maps?q=+%4029.5106963,-98.394915","https://www.google.com/maps/place/Mamma+Lou's/data=!4m2!3m1!1s0x865cf374b975c549:0xbf90859489b4c62b"
"Maria's Cafe","Tex-Mex",,"low",,"29.4022818,-98.5129497","https://maps.google.com/maps?q=+%4029.4022818,-98.5129497","https://www.google.com/maps/place/Maria's+Cafe/data=!4m2!3m1!1s0x865c58c1ea87ef55:0x36ff137cbd904608"
"Mattenga’s Pizzeria","Pizza","✓","low",,"29.4488822,-98.6887117","https://maps.google.com/maps?q=+%4029.4488822,-98.6887117","https://www.google.com/maps/place/Mattenga%E2%80%99s+Pizzeria+MILITARY+DR.+(near+SeaWorld)/data=!4m2!3m1!1s0x865c4381b657c9c3:0xa7cec50e564b5c80"
"Max and Louie's New York Diner","American",,"low",,"29.5652098,-98.4886982","https://maps.google.com/maps?q=+%4029.5652098,-98.4886982","https://www.google.com/maps/place/Max+and+Louie's+New+York+Diner/data=!4m2!3m1!1s0x865c61d516f61c75:0xa8fb27b554dc42c2"
"Meadow Neighborhood Eatery + Bar","American",,"low",,"29.5790022,-98.5018316","https://maps.google.com/maps?q=+%4029.5790022,-98.5018316","https://www.google.com/maps/place/Meadow+Neighborhood+Eatery+%2B+Bar/data=!4m2!3m1!1s0x865c61339621bb15:0x181f2922d62151c6"
"Mian noodles and dumplings","Chinese",,"medium",,"29.6245541,-98.4988804","https://maps.google.com/maps?q=+%4029.6245541,-98.4988804","https://www.google.com/maps/place/Mian+noodles+and+dumplings/data=!4m2!3m1!1s0x865c63ccc4f62ccd:0x7072541e390f3c7f"
"Ming's at Midtown","Chinese",,"medium",,"29.4409304,-98.4878913","https://maps.google.com/maps?q=+%4029.4409304,-98.4878913","https://www.google.com/maps/place/Ming's/data=!4m2!3m1!1s0x865c5f8454f244c3:0xe8847b8063bea476"
"Mixtli","Mexican",,"medium",,"29.4154511,-98.4914583","https://maps.google.com/maps?q=+%4029.4154511,-98.4914583","https://www.google.com/maps/place/Mixtli/data=!4m2!3m1!1s0x865c5f844fe98ed3:0xcef8ca7f16a3a47"
"Moroccan Bites Tajine","Moroccan",,"low",,"29.4888852,-98.6013793","https://maps.google.com/maps?q=+%4029.4888852,-98.6013793","https://www.google.com/maps/place/Moroccan+Bites+Tajine/data=!4m2!3m1!1s0x865c5d95c5497c29:0x22abe097337e4354"
"Moroccan Cuisine & cafe","Moroccan",,"low",,"29.5119,-98.5719749","https://maps.google.com/maps?q=+%4029.5119,-98.5719749","https://www.google.com/maps/place/Moroccan+Cuisine+%26+cafe/data=!4m2!3m1!1s0x865c5e002d509bf7:0x520757e4dfff8876"
"Mr Ice Cream","Dessert","✓","medium","Cake batter milkshake <3","29.4240018,-98.490858","https://maps.google.com/maps?q=+%4029.4240018,-98.490858","https://www.google.com/maps/place/Mr+Ice+Cream/data=!4m2!3m1!1s0x865c58ab6acee1ff:0x8e819d09fe781c5b"
"Mr Juicy","Hamburger",,"low",,"29.4662023,-98.5021543","https://maps.google.com/maps?q=+%4029.4662023,-98.5021543","https://www.google.com/maps/place/Mr+Juicy/data=!4m2!3m1!1s0x865c5f79136aac2d:0xf9c4bbab93280c95"
"NY Gyro King","Mediterranean",,"medium",,"29.642262,-98.493382","https://maps.google.com/maps?q=+%4029.642262,-98.493382","https://www.google.com/maps/place/NY+Gyro+King/data=!4m2!3m1!1s0x865c636cc14cf403:0x5821f2a83fb46e13"
"Naara Cafe and Hookah","Middle Eastern",,"medium",,"29.5303313,-98.567297","https://maps.google.com/maps?q=+%4029.5303313,-98.567297","https://www.google.com/maps/place/Naara+Cafe+and+Hookah/data=!4m2!3m1!1s0x865c60b6cb8cd897:0x81ac5a54eba360d1"
"Naco Mexican Grayson","Mexican",,"low",,"29.4452218,-98.4869822","https://maps.google.com/maps?q=+%4029.4452218,-98.4869822","https://www.google.com/maps/place/Naco+Mexican+Grayson/data=!4m2!3m1!1s0x865c5f7788886cc9:0x2ca582f25d377301"
"Niki's Tokyo Inn","Japanese",,"high",,"29.4666551,-98.5095974","https://maps.google.com/maps?q=+%4029.4666551,-98.5095974","https://www.google.com/maps/place/Niki's+Tokyo+Inn/data=!4m2!3m1!1s0x865c5f0b3acf7e27:0x47ef5c8c88f1fc93"
"Noodle Tree","Chinese","✓","medium",,"29.5767748,-98.6287639","https://maps.google.com/maps?q=+%4029.5767748,-98.6287639","https://www.google.com/maps/place/Noodle+Tree/data=!4m2!3m1!1s0x865c672764685c87:0xd151e76bec323fd0"
"Noodles and Dumplings","Chinese","✓","medium",,"29.5098026,-98.3986294","https://maps.google.com/maps?q=+%4029.5098026,-98.3986294","https://www.google.com/maps/place/Noodles+and+Dumplings/data=!4m2!3m1!1s0x865cf366cb7f39a9:0xb324e3b672175baf"
"Noppagao Thai Cuisine","Thai",,"low",,"29.5043155,-98.5636664","https://maps.google.com/maps?q=+%4029.5043155,-98.5636664","https://www.google.com/maps/place/Noppagao+Thai+Cuisine/data=!4m2!3m1!1s0x865c5f7b75a0ec7b:0x5bb15b289876eb5f"
"Olla express cafe","Coffee",,"low",,"29.4394089,-98.4890487","https://maps.google.com/maps?q=+%4029.4394089,-98.4890487","https://www.google.com/maps/place/Olla+express+cafe/data=!4m2!3m1!1s0x865c671e9bc19719:0x5f3d63a1487a626d"
"One Pocha","Korean",,"low",,"29.5098806,-98.4098749","https://maps.google.com/maps?q=+%4029.5098806,-98.4098749","https://www.google.com/maps/place/One+Pocha/data=!4m2!3m1!1s0x865cf4a54449b51f:0x54a019f6347d6b06"
"Ostra","Seafood",,"low",,"29.424682,-98.4931132","https://maps.google.com/maps?q=+%4029.424682,-98.4931132","https://www.google.com/maps/place/Ostra+Restaurant/data=!4m2!3m1!1s0x865c58acb048a721:0xea51e9081e3a5d19"
"Outlaw Kitchens","American",,"high",,"29.4546397,-98.5055783","https://maps.google.com/maps?q=+%4029.4546397,-98.5055783","https://www.google.com/maps/place/Outlaw+Kitchens/data=!4m2!3m1!1s0x865c5f6c6736cb8f:0x992f9f18efd8ebe6"
"Pastries n Chaat","Indian",,"medium",,"29.5379236,-98.5868612","https://maps.google.com/maps?q=+%4029.5379236,-98.5868612","https://www.google.com/maps/place/PBC+Factory(Pastries+n+Chaat)/data=!4m2!3m1!1s0x865c679d26610413:0x69274e18a83c71f"
"Paladar Fusion Mexico Cuba","Fusion / Cuban",,"medium",,"29.4600742,-98.4708805","https://maps.google.com/maps?q=+%4029.4600742,-98.4708805","https://www.google.com/maps/place/Paladar+Fusion+Mexico+Cuba/data=!4m2!3m1!1s0x865cf5c6316bc155:0x21f4b11178afbce9"
"Paloma Blanca Mexican Cuisine","Mexican",,"low",,"29.4797671,-98.4661206","https://maps.google.com/maps?q=+%4029.4797671,-98.4661206","https://www.google.com/maps/place/Paloma+Blanca+Mexican+Cuisine/data=!4m2!3m1!1s0x865cf5736bc53883:0x569a58dd3cc1c8c4"
"Pancake Joe's","Brunch","✓","low",,"29.4650573,-98.6270354","https://maps.google.com/maps?q=+%4029.4650573,-98.6270354","https://www.google.com/maps/place/Pancake+Joe's/data=!4m2!3m1!1s0x865c5d02fa094195:0xbf868f2e423d182"
"Pancake Joe's (2)","Brunch","✓","low",,"29.4646025,-98.5462435","https://maps.google.com/maps?q=+%4029.4646025,-98.5462435","https://www.google.com/maps/place/Pancake+Joe's/data=!4m2!3m1!1s0x865c5ef700000001:0x4d88099a820e6be8"
"Panchito's","Mexican",,"low",,"29.4684777,-98.4941054","https://maps.google.com/maps?q=+%4029.4684777,-98.4941054","https://www.google.com/maps/place/Panchito's+Mexican+Restaurant/data=!4m2!3m1!1s0x865c5f78e208eb47:0xaed2de45cf128015"
"Papouli's Greek Grill","Mediterranean",,"low",,"29.546306,-98.5786929","https://maps.google.com/maps?q=+%4029.546306,-98.5786929","https://www.google.com/maps/place/Papouli's+Greek+Grill/data=!4m2!3m1!1s0x865c673274e9ff89:0xbd4c6aef7d4c0f49"
"Papouli's Greek Grill Forum","Mediterranean",,"low",,"29.5701939,-98.329447","https://maps.google.com/maps?q=+%4029.5701939,-98.329447","https://www.google.com/maps/place/Papouli's+Greek+Grill/data=!4m2!3m1!1s0x865c8d744f266ab5:0x7c6190148d452291"
"Pasha","Mediterranean","✓","medium",,"29.5295565,-98.5666541","https://maps.google.com/maps?q=+%4029.5295565,-98.5666541","https://www.google.com/maps/place/Pasha+Mediterranean+Grill/data=!4m2!3m1!1s0x865c60b12b91688b:0x5cb1cfbb6bd2ccd3"
"Pasha (2)","Mediterranean","✓","medium",,"29.6094184,-98.5140928","https://maps.google.com/maps?q=+%4029.6094184,-98.5140928","https://www.google.com/maps/place/Pasha+Mediterranean+Grill/data=!4m2!3m1!1s0x865c6220b5f3474d:0xa1c686de757b2523"
"Perry's Steakhouse & Grille","Steak","✓","medium",,"29.5932545,-98.6135317","https://maps.google.com/maps?q=+%4029.5932545,-98.6135317","https://www.google.com/maps/place/Perry's+Steakhouse+%26+Grille/data=!4m2!3m1!1s0x865c6687f30c0915:0xed81a404ed597c0f"
"Pete's Tako House","Tex-Mex",,"low",,"29.4326437,-98.486822","https://maps.google.com/maps?q=+%4029.4328563,-98.486881","https://www.google.com/maps/place/Pete's+Tako+House/data=!4m2!3m1!1s0x865c5f5ac062b079:0xf8670a264aa4ab26"
"Pharm Table","American / Vegan",,"low",,"29.4154572,-98.4916647","https://maps.google.com/maps?q=+%4029.4154572,-98.4916647","https://www.google.com/maps/place/Pharm+Table/data=!4m2!3m1!1s0x865c5f543fa5546b:0xc384b9020901988a"
"Pho Ha Long","Vietnamese",,"medium",,"29.468489,-98.6181007","https://maps.google.com/maps?q=+%4029.468489,-98.6181007","https://www.google.com/maps/place/Pho+Ha+Long+Restaurant/data=!4m2!3m1!1s0x865c5d00a86de4ef:0xf8af040fd433f319"
"Pho Kim Long","Vietnamese",,"low",,"29.4706569,-98.4938072","https://maps.google.com/maps?q=+%4029.4706569,-98.4938072","https://www.google.com/maps/place/Pho+Kim+Long/data=!4m2!3m1!1s0x865c5f78907413ef:0x8e27d6c1e3cc25a9"
"Pho Saigon","Vietnamese / Bakery",,"medium",,"29.5019112,-98.7290547","https://maps.google.com/maps?q=+%4029.5019112,-98.7290547","https://www.google.com/maps/place/Pho+Saigon+Vietnamese+Restaurant+%26+Bakery+LLC/data=!4m2!3m1!1s0x865c431d9baab8a3:0x73050b85a6454a49"
"Pho Sure","Vietnamese",,"low",,"29.5236248,-98.6014008","https://maps.google.com/maps?q=+%4029.5236248,-98.6014008","https://www.google.com/maps/place/Pho+Sure/data=!4m2!3m1!1s0x865c67fefd0c75b5:0x98d85ca9767fb2de"
"Pho Win","Vietnamese",,"low",,"29.5652913,-98.5959908","https://maps.google.com/maps?q=+%4029.5652913,-98.5959908","https://www.google.com/maps/place/Pho+Win/data=!4m2!3m1!1s0x865c67e7b1fa5385:0x25563dafad2f6f55"
"Pizzeria Mia Marco's","Pizza",,"low",,"29.5844524,-98.3091219","https://maps.google.com/maps?q=+%4029.5844524,-98.3091219","https://www.google.com/maps/place/Pizzeria+Mia+Marco's/data=!4m2!3m1!1s0x865c927de43a6e6d:0x4cf3120c4a93a0f4"
"Po Po Trattoria Pizzeria","Italian",,"low",,"29.5852687,-98.5353781","https://maps.google.com/maps?q=+%4029.5852687,-98.5353781","https://www.google.com/maps/place/Po+Po+Trattoria+Pizzeria+-+Huebner+Road/data=!4m2!3m1!1s0x865c61699ebfbbad:0x20fae1afbd016ca"
"Los Norteños Pollos Asados","Mexican",,"low",,"29.3980737,-98.4031313","https://maps.google.com/maps?q=+%4029.3980737,-98.4031313","https://www.google.com/maps/place/Pollos+Asados+Los+Nortenos/data=!4m2!3m1!1s0x865cf6cdbf949bc1:0x7e01d8a7aff129b1"
"Pupusas Machado","Central American",,"low","Salvadoran","29.4265358,-98.5764594","https://maps.google.com/maps?q=+%4029.4265358,-98.5764594","https://www.google.com/maps/place/Pupusas+Machado/data=!4m2!3m1!1s0x865c5d3526d2bf83:0x27295ade8a450397"
"Purple Garlic Italian Cafe","Italian",,"medium",,"29.5873935,-98.4786331","https://maps.google.com/maps?q=+%4029.5873935,-98.4786331","https://www.google.com/maps/place/Purple+Garlic+Italian+Cafe/data=!4m2!3m1!1s0x865c8bce298398a1:0x5c07f71f7ab6641c"
"Ray's Drive Inn","Tex-Mex",,"low",,"29.4208282,-98.5395168","https://maps.google.com/maps?q=+%4029.4208282,-98.5395168","https://www.google.com/maps/place/Ray's+Drive+Inn/data=!4m2!3m1!1s0x865c592d19fbd589:0xd2a3622f32359d0b"
"Ray's Pizza and Gelato","Pizza","✓","medium",,"29.5045727,-98.5637988","https://maps.google.com/maps?q=+%4029.5045727,-98.5637988","https://www.google.com/maps/place/Ray's+Pizza+and+Gelato/data=!4m2!3m1!1s0x865c5e04d6d54f1f:0xef7b2110963d9022"
"Red Ribbon Bakeshop","Bakery",,"low",,"29.4376078,-98.6551818","https://maps.google.com/maps?q=+%4029.4376078,-98.6551818","https://www.google.com/maps/place/Red+Ribbon+Bakeshop/data=!4m2!3m1!1s0x865c5d1a90037f91:0x94597274c4fe7856"
"Reese Bros Barbecue","BBQ",,"low",,"29.4103935,-98.4815413","https://maps.google.com/maps?q=+%4029.4103935,-98.4815413","https://www.google.com/maps/place/Reese+Bros+Barbecue/data=!4m2!3m1!1s0x865cf7f0fde85a7d:0xe4ccb9997bf631ef"
"Restaurant Claudine","French / American",,"medium",,"29.4433915,-98.4774114","https://maps.google.com/maps?q=+%4029.4433915,-98.4774114","https://www.google.com/maps/place/Restaurant+Claudine/data=!4m2!3m1!1s0x865cf5ca091357d7:0xc27625c6d8ac6cbc"
"Richter's Antler Cafe","American",,"low",,"29.8038664,-98.3876522","https://maps.google.com/maps?q=+%4029.8038664,-98.3876522","https://www.google.com/maps/place/Richter's+Antler+Cafe/data=!4m2!3m1!1s0x865c8135575145f7:0x6b28e7ffa200d649"
"Ro-Ho Pork & Bread","Mexican","✓","high","really good prok tacos - get the gringas & al pastor","29.5190726,-98.4610811","https://maps.google.com/maps?q=+%4029.5190726,-98.4610811","https://www.google.com/maps/place/Ro-Ho+Pork+%26+Bread+-+Tortas+Ahogadas/data=!4m2!3m1!1s0x865c58b404d900ad:0x332646f1aec5b252"
"Rocotos Grill Peruvian Cuisine","Peruvian","✓","high",,"29.4692234,-98.6498217","https://maps.google.com/maps?q=+%4029.4692234,-98.6498217","https://www.google.com/maps/place/Rocotos+Grill+Peruvian+Cuisine/data=!4m2!3m1!1s0x865c428f5537e27d:0x2e50f3d1adb1f205"
"SP Café","Vietnamese",,"medium",,"29.5192446,-98.5058251","https://maps.google.com/maps?q=+%4029.5192446,-98.5058251","https://www.google.com/maps/place/SP+Caf%C3%A9/data=!4m2!3m1!1s0x865c600bb2e947cd:0x8abec8d5573cb1f5"
"STOP-N-GO GYROS","Mediterranean","✓","low",,"29.4441419,-98.6622357","https://maps.google.com/maps?q=+%4029.4441419,-98.6622357","https://www.google.com/maps/place/STOP-N-GO+GYROS/data=!4m2!3m1!1s0x865c5d19b4677f81:0x2c2bb529f513e29e"
"Sabor Cocinabar","Mexican",,"low",,"29.4718033,-98.4945954","https://maps.google.com/maps?q=+%4029.4718033,-98.4945954","https://www.google.com/maps/place/Sabor+Cocinabar/data=!4m2!3m1!1s0x865c5f85ab791515:0x4325c7f5de2e455e"
"Sabor Latino","Central American",,"medium","Honduran","29.4848117,-98.5017016","https://maps.google.com/maps?q=+%4029.4848117,-98.5017016","https://www.google.com/maps/place/Sabor+Latino+Restaurant/data=!4m2!3m1!1s0x865c5f90e9c8e263:0x33fa94a47b68f7ac"
"Sandwich De Paris","Sandwich","✓","medium","Check soup of the day beforehand","29.500673,-98.5792959","https://maps.google.com/maps?q=+%4029.500673,-98.5792959","https://www.google.com/maps/place/Sandwich+De+Paris/data=!4m2!3m1!1s0x865c5dfcaf9ffbe1:0xfa242f7d77372ef5"
"Schilo's","German",,"medium",,"29.423705,-98.4908609","https://maps.google.com/maps?q=+%4029.423705,-98.4908609","https://www.google.com/maps/place/Schilo's+German-Texan+Restaurant/data=!4m2!3m1!1s0x865c58ab6b2e7713:0xdb800f2bb726fd5a"
"Scisciano Italia, llc","Italian",,"medium",,"29.5528991,-98.4078265","https://maps.google.com/maps?q=+%4029.5528991,-98.4078265","https://www.google.com/maps/place/Scisciano+Italia,+llc/data=!4m2!3m1!1s0x865c8b2efad48611:0x8cbd8636fde0c19b"
"Shawarma Alzaeem Food Truck","Middle Eastern",,"medium",,"29.463273,-98.6463928","https://maps.google.com/maps?q=+%4029.463273,-98.6463928","https://www.google.com/maps/place/Shawarma+alzaeem+food+truck/data=!4m2!3m1!1s0x865c5d58135a88b5:0x3b346ccf8895723e"
"Shawarmatee","Middle Eastern",,"low",,"29.5043347,-98.5872321","https://maps.google.com/maps?q=+%4029.5043347,-98.5872321","https://www.google.com/maps/place/Shawarmatee/data=!4m2!3m1!1s0x865c676c465fef77:0x63542b31253660b6"
"Shisha Cafe","Mediterranean","✓","medium",,"29.5167919,-98.6002393","https://maps.google.com/maps?q=+%4029.5167919,-98.6002393","https://www.google.com/maps/place/Shisha+Cafe/data=!4m2!3m1!1s0x865c6766df139545:0xe37e443650c9ac7a"
"Sichuan House","Chinese","✓","medium","Family style - try to go w/ big group","29.4717066,-98.6262875","https://maps.google.com/maps?q=+%4029.4717066,-98.6262875","https://www.google.com/maps/place/Sichuan+House/data=!4m2!3m1!1s0x865c5d05b3dc8733:0xd0dc5b0b9e4e4239"
"Simi's India Cuisine","Indian","✓","low",,"29.4902627,-98.55479","https://maps.google.com/maps?q=+%4029.4902627,-98.55479","https://www.google.com/maps/place/Simi's+India+Cuisine/data=!4m2!3m1!1s0x865c5e6ad35cb287:0x375a30b00e78574d"
"Soluna","Mexican",,"low",,"29.5066517,-98.469249","https://maps.google.com/maps?q=+%4029.5066517,-98.469249","https://www.google.com/maps/place/Soluna/data=!4m2!3m1!1s0x865cf5461ad50c7d:0xd41afe3d6157524d"
"Soups & Rolls","Vietnamese",,"low",,"29.4374747,-98.544014","https://maps.google.com/maps?q=+%4029.4374747,-98.544014","https://www.google.com/maps/place/Soups+%26+Rolls+Restaurant/data=!4m2!3m1!1s0x865c5f27f836a9d3:0x915203e372582300"
"Southerleigh Fine Food & Brewery","American",,"low",,"29.4425203,-98.4832377","https://maps.google.com/maps?q=+%4029.4425203,-98.4832377","https://www.google.com/maps/place/Southerleigh+Fine+Food+And+Brewery/data=!4m2!3m1!1s0x865cf5f436e239b3:0x82bf51841eb8d2ce"
"Stixs & Stone","Fusion","✓","high","Mexican-Asian fusion","29.4852889,-98.6056277","https://maps.google.com/maps?q=+%4029.4852889,-98.6056277","https://www.google.com/maps/place/Stixs+%26+Stone/data=!4m2!3m1!1s0x865c5d3438718913:0x995163e870cdbf84"
"Stout's Pizza Co.","Pizza",,"low",,"29.5141203,-98.69924","https://maps.google.com/maps?q=+%4029.5141203,-98.69924","https://www.google.com/maps/place/Stout's+Pizza+Co./data=!4m2!3m1!1s0x865c682efa87c6e5:0xc7eb6262eec2496f"
"Stranded Coffee","Coffee",,"low",,"29.4165701,-98.490991","https://maps.google.com/maps?q=+%4029.4165701,-98.490991","https://www.google.com/maps/place/Stranded+Coffee/data=!4m2!3m1!1s0x865c595be45d0577:0xf4a860338816b8f1"
"Stuffed","Mexican","✓","low",,"29.4901678,-98.5872867","https://maps.google.com/maps?q=+%4029.4901678,-98.5872867","https://www.google.com/maps/place/Stuffed/data=!4m2!3m1!1s0x865c5d6df16122bf:0xe2fb7872c89030d6"
"TLAHCO MEXICAN KITCHEN","Mexican",,"low",,"29.5005879,-98.5014426","https://maps.google.com/maps?q=+%4029.5005879,-98.5014426","https://www.google.com/maps/place/TLAHCO+MEXICAN+KITCHEN/data=!4m2!3m1!1s0x865c5ff7e28d41bd:0x2dc33cc957e7fea5"
"Taco Blvd","Mexican",,"low",,"29.4937948,-98.7102079","https://maps.google.com/maps?q=+%4029.4937948,-98.7102079","https://www.google.com/maps/place/Taco+Blvd/data=!4m2!3m1!1s0x865c438c7d21246d:0xb92e8b9f8da22569"
